content,translated_content,polarity,sentiment
aplikasi sulit lebih sulit aplikasi perban beli pinjam syarat syarat barcode beli rumah payah,difficult application more difficult application bandage buy borrow terms and conditions barcode buy house hard,-0.19791666666666669,negatif
layan masyarakat good,good community service,0.7,positif
sulit layan lancar,difficult to serve smoothly,-0.04999999999999999,negatif
terima kasih,Thank You,0.0,netral
oke,Okay,0.5,positif
aplikasi buruk salah jaring unggah,bad app wrong upload network,-0.5999999999999999,negatif
bagus mantap,"good, steady",0.4333333333333333,positif
buka menu bahan bakar minyak subsidi halaman muat,"open the subsidized fuel oil menu, load page",0.0,netral
mantap,Excellent,1.0,positif
payah kendara mending balik jaman purba,"It's hard to drive, it's better to go back to ancient times",0.06944444444444443,positif
bantu bawa uang cash tolong pertamina bahan bakar minyak murahin,"help bring cash, please Pertamina make fuel cheaper",0.0,netral
qr,qr,0.0,netral
sih daftar subsidi salah sistem loh coba tolong,"The subsidy list is wrong, the system is wrong, please help",-0.5,negatif
nice,nice,0.6,positif
fitur oke metode bayar lumayan lengkap isi bahan bakar minyak spbu tugas bilang mypertamina unduh spbu situ barcode unduh aplikasi mypertamina,"okay features, payment method is quite complete, fuel oil filling at gas stations task says mypertamina download gas stations there barcode download mypertamina application",0.3,positif
moga manfaat,Hopefully it's useful,0.3,positif
bintang layak mobil anggur isi bensin data verifikasi gagal barcode sistem sibuk,star worthy car wine fill petrol data verification failed barcode system busy,-0.022222222222222227,negatif
akun subsidi salah sistem remeh sistem pertamina sistem siap tahun paksa jalan prihatin,subsidy account wrong system trivial system pertamina system ready year forced road concerned,-0.20000000000000004,negatif
bagus,Good,0.7,positif
oke,Okay,0.5,positif
mudah,easy,0.43333333333333335,positif
mantap,Excellent,1.0,positif
spbu kode qr menu unduh kode qr sulit akses pakai sandi pin masuk aplikasi aman akses ubah pin klaim pakai,gas station qr code menu download qr code difficult to access using pin password enter application secure access change pin claim use,-0.04999999999999999,negatif
aplikasi cacat pemberitahuan halaman muat sayang uang negara buang bikin aplikasi gagal,application defect notification loading page pity state money is wasted makes application fail,-0.26666666666666666,negatif
coba,try,0.0,netral
oke,Okay,0.5,positif
salah sistem bikin akun beli bensin sulit pertamina heiiiii susah rakyat,"wrong system to create an account to buy petrol, it's difficult for Pertamina, hey it's difficult for the people",-0.5,negatif
isi bensin aplikasi pikir orang habis kuota habis baterai ganggu sinyal handphone tinggal minyak habis isi isi kasih isi tuh minyak,"fill up the petrol application, people think the quota is out, the battery is out, it's disturbing the cellphone signal, there's only oil left, fill up ...",-0.16666666666666666,negatif
daftar unit gagal alas sistem error tolong selesai,unit list failed system error please complete,-0.2,negatif
keren,Cool,0.35,positif
mantap,Excellent,1.0,positif
habis update error aplikasi dikte data hehehe,"After updating, the data dictation application error occurred, hehehe",0.0,netral
susah update,hard to update,-0.2916666666666667,negatif
mantap,Excellent,1.0,positif
oke,Okay,0.5,positif
aplikasi abal abal mudah blokir barcode,fake application easy to block barcode,-0.033333333333333326,negatif
bagus,Good,0.7,positif
great,great,0.8,positif
update menggangu transaksi,Updates disrupt transactions,0.0,netral
registrasi nomor handphone daftar reset pin login format salah nomor handphone daftar daftar mau aplikasi plin plan gin,mobile phone number registration register reset pin login wrong format mobile phone number register register want application wishy-washy gin,-0.5,negatif
aplikasi buruk kirim data hasil salah sistem kirim data kendara jam suruh coba gila,bad application send data wrong result system send data drive watch tell try crazy,-0.6,negatif
bikin emosi daftar sulit,make emotion list difficult,-0.5,negatif
daftar kode barcode aplikasi sampah,list of trash application barcode codes,0.0,netral
mudah mudah sasar,easy easy to get lost,0.43333333333333335,positif
oke,Okay,0.5,positif
oke,Okay,0.5,positif
keren aplikasi manfaat,cool application benefits,0.35,positif
cie proses digitalisasi zaman covid hasil aplikasi selamat,"here is the digitalization process in the covid era, the results of the safe application",0.5,positif
update data hilang login masuk data nik aplikasi sampah,update lost data login enter nik data trash application,0.0,netral
edit tinggal opsi unduh qr fungsi,edit live download qr function option,0.13636363636363635,positif
cepat praktis terima kasih,fast practical thank you,0.2,positif
moga layan cepat,Hopefully the service is fast,0.2,positif
aplikasi pertamina susah rakyat isi formulir sulit bumn sengsara,"Pertamina application is difficult, people have difficulty filling out the form, BUMN is miserable",-0.75,negatif
good,good,0.7,positif
aplikasi cacat,disabled application,-0.2,negatif
isi data bilang kode area sesuai ktp data sesuai ktp kali kali ulang bikin kesal,"Fill in the data, say the area code according to the ID card, the data according to the ID card, repeating it several times is annoying",-0.4,negatif
aplikasi,application,0.0,netral
mantap,Excellent,1.0,positif
qr akun subsidi hapus tolong sangkut kembali baik,qr account subsidy delete please reconnect it properly,0.0,netral
telepon customer ubah data truk minggu ubah bikin rugi,customer phone change truck data week change causes loss,0.0,netral
aplikasi standar koruptor susah masyarakat unggah foto ktp bikin kesal ulang kali cacat,"Corruptors' standard application makes it difficult for people to upload ID card photos, it's annoying to be damaged repeatedly",-0.43333333333333335,negatif
nice,nice,0.6,positif
is the baik,is the good,0.7,positif
aplikasi error daftar barcode,barcode list error application,0.0,netral
mantap,Excellent,1.0,positif
mantap,Excellent,1.0,positif
oke,Okay,0.5,positif
bagus,Good,0.7,positif
good,good,0.7,positif
bagus subsidi bahan bakar minyak arah awas,"Good fuel subsidies, watch out",0.7,positif
gagal gagal kode otp kirim kirim data daftar sesuai data sesuai kirim kode otp sampah,failed failed otp code send send data register match data match send otp code trash,-0.5,negatif
sungguh mantap,really cool,0.35,positif
sulit,difficult,-0.5,negatif
barcode suruh bayar,barcode says pay,0.0,netral
sulit bantu,hard to help,-0.2916666666666667,negatif
good job,good job,0.7,positif
oke,Okay,0.5,positif
daftar barcode mobil unit mobil bpkb mobil barcode mobil bpkb leasing foto bpkb mobil coba mypertamina suka sulit gun,car barcode list car unit car bpkb car barcode car bpkb leasing car bpkb photo try mypertamina like difficult gun,-0.5,negatif
sistem update daftar lancar,smooth list update system,0.4,positif
bagus tinggal edukasi sdm depot isi paham,"good, just need to educate HR so the contents of the depot understand",0.7,positif
bantu beli bahan bakar praktis pilih metode bayar,help buy fuel practically choose payment method,0.0,netral
kali barcode mypertamina mudah lancar ridwanmanado,times mypertamina barcode easy smooth ridwanmanado,0.4166666666666667,positif
oke bikin qr kode,okay make qr code,0.5,positif
mudah masyarakat sulit qr kode verifikasi tunggu tunggu gilir kedaluwarsa bantu nge email slow respon yah aplikasi pakai masyarakat moga depan,easy society difficult qr verification code wait wait take turns expired help email slow response yes application use society hopefully in the future,-0.09166666666666667,negatif
login daftar sandi reset login call gubris lempar kesana ujung ngapain,login register password reset login call ignore throw it there what's the end result,0.0,netral
good,good,0.7,positif
mantap pom,steady bro,0.16666666666666666,positif
susah bikin,hard to make,-0.2916666666666667,negatif
good,good,0.7,positif
susah,difficult,-0.5,negatif
hapus baca komentar kecewa sih tolong revisi biar bintang full aplikasi,delete read comments disappointed please revise so the application has full stars,-0.2,negatif
daftar subsidi bahan bakar minyak tolak aplikasi muda sulit,list of fuel subsidies reject young people's applications difficult,-0.2,negatif
oke mantap,okay great,0.65,positif
sulit paham guna as aplikasi mypertamina,hard to understand how to use the mypertamina application,-0.2916666666666667,negatif
bintang,star,0.0,netral
bolak coba daftar kecewa aplikasi,try again and again to register but disappointed with the application,-0.75,negatif
aplikasi sampah daftar aplikasi error era digital sok pakai aplikasi mudah susah,trash application list of error applications digital era pretending to use easy and difficult applications,-0.022222222222222216,negatif
mantap bantu pegang uang tunai,steady help hold cash,0.16666666666666666,positif
update masuk,update incoming,0.0,netral
nomor handphone pin klaim salah sesuai daftar aduh,cellphone number pin claim wrong according to list ouch,-0.5,negatif
daftar input foto stnk gagal kasih pilih input galeri foto kendara,STNK photo input list failed to provide vehicle photo gallery input selection,-0.5,negatif
oke,Okay,0.5,positif
aplikasi repot,troublesome application,0.0,netral
good,good,0.7,positif
mudah konsumen,easy for consumers,0.43333333333333335,positif
update login ulang mekanisme ambil barcode sulit tipikal aplikasi bumn hati pakai mudah guna paksa sulit adaptasi aplikasi,update re-login mechanism take barcode difficult typical bumn application heart use easy to use force difficult to adapt application,-0.18333333333333332,negatif
terima kasih aplikasi bantu isi bahan bakar minyak,Thank you for the application to help fill up fuel oil,0.0,netral
aplikasi susah masyarakat proses sulit tambah terkadang server error butuh masyarakat bahan bakar minyak subsidi spbu pertamina wajib barcode proses daftar sulit orang beli bahan bakar minyak subsidi,"difficult application, difficult process, sometimes server error, people need subsidized fuel, Pertamina gas stations require barcodes, difficult registration process, people buy subsidized fuel",-0.5,negatif
layan,service,0.0,netral
daftar subsidi hasil foto id langsung tahap tolong aplikasi baik usaha bumn lho gara masalah salur subsidi hambat rakyat jelata beban pajak gilir subsidi sulit,"List of subsidies for direct photo ID results, please apply for a good BUMN business, because of the problem of distributing subsidies, it is difficult for ordinary people to get rotating tax subsidies",0.012499999999999983,positif
oke lancar,"okay, smooth",0.45,positif
bagus,Good,0.7,positif
mantap,Excellent,1.0,positif
woii sulit kali daftar otp kasi kasih kek aplikasi sulit kali kelen,"Hey, it's hard to register for OTP, give it to me, it's hard to register for an application, it's hard to register",-0.2916666666666667,negatif
bayar mudah cepat,pay easy fast,0.31666666666666665,positif
sulit sih,it's difficult,-0.5,negatif
halah ama web rusak,oh my web is broken,-0.4,negatif
aplikasi cacat,disabled application,-0.2,negatif
voucher elektronik mypertamina kasih bayar terang voucher metode bayar aplikasi error hih,mypertamina electronic voucher give clear payment voucher payment method application error hih,0.10000000000000002,positif
buka subsidi,open subsidy,0.0,netral
mudah mudah aplikasi mypertamina,easy easy mypertamina application,0.43333333333333335,positif
muas,satisfied,0.5,positif
aplikasi bagus,good app,0.7,positif
oke,Okay,0.5,positif
oke,Okay,0.5,positif
susah masyarakat bijak pertamina,difficult wise society pertamina,0.09999999999999998,positif
pasang sulit bikin barcode pusing,install difficult make barcode dizzy,-0.5,negatif
bahan bakar minyak ber subsidi,subsidized fuel oil,0.0,netral
cepat,fast,0.2,positif
mantap gopay,great gopay,0.8,positif
mutakhir biar cepat akses,up to date for fast access,0.2,positif
aplikasi tolol,stupid app,-0.7999999999999999,negatif
gagal kendara temu harap laku baik data subsidi bahan bakar minyak data masuk sesuai,"Failed to drive, hope it works well, the fuel oil subsidy data is in line",-0.5,negatif
lihat barcode pertamina,see pertamina barcode,0.0,netral
masuk nomor handphone tulis nomor daftar,Enter your mobile number and write your registration number,0.0,netral
payah isi pertalite motor antri gilir isi karyawan pakai aplikasi antri antri mobil barcode pom rawakalong bekas pom kerawang karyawan terima tunai barcode pakai aplikasi pertamina aplikasi bikin pakai habis anggar,hard to fill pertalite motorbikes queue to fill employees use applications queue car barcode petrol station Rawakalong former petrol station Kerawang employees receive cash barcode using Pertamina application application to make use of budget,-0.14583333333333334,negatif
terkadang kendara daftar gagal susah tuk daftar,Sometimes it's hard to register when you register and fail,-0.39583333333333337,negatif
kategori subsidi akses coba ber ulang kali email respon hub customer service feedback,subsidy category access try again email response hub customer service feedback,0.0,netral
sulit subsidi bahan bakar minyak isi data input data masuk akun formulir muncul pertamina serius bantu masyarakat tengah data base korlantas mobil daftar isi data subsidi tolak lapor plat mobil ganti putih nomor polisi otomatis ganti tolong pertamina jelas,difficult fuel subsidies fill in data input data enter account form appears pertamina seriously helps the community in the middle of the traffic corps car data base list fill in subsidy data reject report car plate change white police number automatically change please pertamina clearly,-0.25555555555555554,negatif
aplikasi cacat data base kendara tolak,application with vehicle database defects rejected,0.0,netral
aplikasi bodoh orang belakang memvalidasi subsidi bodoh nama beli mobil bekas cash bpkb on hand langsung pilih menu ambil foto pilih foto galeri loh yah bilang data kendara valid bodoh,stupid application people behind validate stupid subsidies name buy used cars cash bpkb on hand immediately select menu take photo select photo gallery oh yeah say valid vehicle data stupid,-0.7,negatif
susah kode barcode isi data lengkap payah,difficult barcode code fill in complete data,-0.2,negatif
pertamina bumn kelas bumn pakai qris baca mypertamina maksa pakai aplikasi biar laku kasihan mypertamina laku sulit sih bumn sih gagap teknologi,"Pertamina BUMN BUMN class uses QRIS to read MyPertamina forced to use the application so that it sells, poor MyPertamina, it's hard to sell, BUMN is technologically illiterate",-0.33055555555555555,negatif
mantap simpel,steady simple,0.08333333333333333,positif
kendara barcodenya pakai,use the barcode on the vehicle,0.0,netral
susah sopir handphone android ganti email data isi mypertamina memyusahkan orang da sopir,"It's hard for Android cellphone drivers to change email data to fill in MyPertamina, making it difficult for people and drivers",-0.39583333333333337,negatif
barcode susah,barcode hard,-0.2916666666666667,negatif
simpel,simple,0.0,netral
mudah,easy,0.43333333333333335,positif
mantap bantu,great help,0.8,positif
laman program subsidi akses muncul pemberitahuan halaman muat koneksi stabil coba telkomsel wifi,Subsidy program page access notification appears loading page stable connection try telkomsel wifi,0.0,netral
habis update aplikasi buka,"After updating the application, open it",0.0,netral
bantu,help,0.0,netral
coba sukses barcode tuk beli bahan bakar minyak alas suruh update update data verifikasi stnk daftar error tolong aplikasi baru mudah masyarakat,try success barcode to buy fuel oil alas told to update update data verification STNK list error please new application easy for the community,0.11742424242424242,positif
oke kamera lot,ok camera lot,0.5,positif
beli mobil bekas mohon keluh nomor polisi valid aplikasi rusak,buy used car please complain valid police number broken application,-0.4,negatif
aplikasi mutu registrasi,registration quality application,0.0,netral
unduh aplikasi update kurang daftar bikin atur susah masyarakat,"download the update application, less registration makes it difficult for the community to organize",-0.3333333333333333,negatif
mantap,Excellent,1.0,positif
aplikasi,application,0.0,netral
data isi akun salah coba sulit bumn,wrong account data try difficult bumn,-0.5,negatif
barcode,barcode,0.0,netral
aplikasi guna sih sulit,the application is difficult to use,-0.5,negatif
aktivasi sulit susah orang,activation is difficult people,-0.5,negatif
oke,Okay,0.5,positif
daftar kendara bahan bakar minyak subsidi aplikasi browser hasil,"list of subsidized fuel oil vehicles, results browser application",0.0,netral
susah akun daftar daftar ulang wajib bpkb,difficult account registration re-registration mandatory bpkb,-0.5,negatif
aplikasi mumpuni susah orang,qualified application is difficult for people,-0.5,negatif
buruk daftar mypertamina login nik sandi sesuai masuk sulit masyarakat aplikasi buruk parah gin sulit masyarakat hadehh,bad mypertamina login nik password according to enter difficult society bad application severe gin difficult society hadehh,-0.5999999999999999,negatif
layan sesuai prosedur operasi standar,service according to standard operating procedures,0.0,netral
mantap pokok,steady main,0.16666666666666666,positif
subsidi tepat kapasitas mesin salah kunci subsidi sich mobil mewah isi pertalite bio solar aneh,right subsidy engine capacity wrong key subsidy luxury car filled with pertalite bio solar strange,0.027142857142857146,positif
baik,Good,0.7,positif
susah rakyat masuk data sesuai sistem ulang beli pertamax,It's hard for people to enter data according to the Pertamax re-purchase system,-0.2916666666666667,negatif
aplikasi update mohon isi data ka,"Update application, please fill in your data",0.0,netral
aplikasi ampas stabil launch publish sulit isi bensin pakai barcode,stable dregs application launch publish difficult to fill petrol using barcode,-0.5,negatif
daftar aplikasi web salah sistem silah coba hub kali customer ganti handphone daftar web hasil bilang cek kala sistem luncur,"list of web applications, system error, please try to contact the customer when changing cellphones, list of web results, say check when the system is launched",0.0,netral
aplikasi sih bikin susah rakyat solusi daftar susah mohon perhati senang sih lihat rakyat susah,The application makes it difficult for the people. The solution to registering is difficult. Please pay attention. It's nice to see the people in difficulty.,-0.13333333333333333,negatif
error daftar kendara pasu nomor rangka tulis data kendara sesuai data sesuai kali isi data,"error in vehicle registration with frame number, write vehicle data according to the data according to the data contents",0.0,netral
oke bagus,okay good,0.6,positif
good job,good job,0.7,positif
ikut tunjuk proses daftar akun gampang tinggal tunggu verifikasi,"Follow the easy account registration process, just wait for verification",0.43333333333333335,positif
oke,Okay,0.5,positif
mudah bagus sistem,easy good system,0.5666666666666667,positif
bayar pakai aplikasi mypertamina tolak alas catat pakai pertamax,"pay using mypertamina application, reject the base note using pertamax",-0.8,negatif
baik,Good,0.7,positif
barcode pakai orang main orang spbu toling generate barcode,barcode use people play people gas station toling generate barcode,0.0,netral
barcode subsidi barcode salin curi orang tanggung batas limit isi bahan bakar minyak pakai habis tugas spbu isi habis limit main isi pindai barcode periksa sesuai nomor polisi pokok main pindai main colok atur perintah konyol,barcode subsidy barcode copy steal person responsible limit limit fill fuel oil used up task gas station fill up limit play fill scan barcode check according to police number main play scan play plug set silly command,-0.04444444444444443,negatif
oke,Okay,0.5,positif
cepat layan ramah,fast friendly service,0.2875,positif
update,update,0.0,netral
mantap,Excellent,1.0,positif
terima kasih,Thank You,0.0,netral
bagus,Good,0.7,positif
oke,Okay,0.5,positif
kadang puas kadang kecewa layan pom bensin,sometimes satisfied sometimes disappointed gas station service,-0.125,negatif
terima kasih bantu masyarakat,thank you for helping the community,0.0,netral
buat barcode lumayan mudah,making barcodes is quite easy,0.43333333333333335,positif
bagus,Good,0.7,positif
ngawur beli bahan bakar minyak pakai barcode lihat transaksi,buy fuel oil carelessly using barcode see transaction,-0.5,negatif
oke,Okay,0.5,positif
bagus aplikasi sungguh bantu jaman modern,good application really helps in modern times,0.36666666666666664,positif
bayar pilih bank bank,pay select bank bank,0.0,netral
daftar subsidi mt pertamina gagal ktp daftar email mypertamina daftar email daftar email mypertamina suruh foto bpkb mobil kredit foto bpkb mohon solusi,list of mt pertamina subsidies failed ktp register mypertamina email register email register mypertamina email ask for photo of car bpkb credit photo of bpkb please provide solution,-0.5,negatif
aplikasi bagus daftar susah,good app but hard to register,0.20416666666666664,positif
bagus mypertamina,good mypertamina,0.7,positif
ganti nomor handphone,change mobile number,0.0,netral
kembang mypertamina tolong ain bayar via aplikasi dana,Mypertamina flower please pay via the Dana application,0.0,netral
oke,Okay,0.5,positif
oke,Okay,0.5,positif
susah,difficult,-0.5,negatif
bagus,Good,0.7,positif
sulit masyarakat,difficult society,-0.5,negatif
mantap,Excellent,1.0,positif
suruh pakai daftar ulang benar deh terap masyarakat somplak,"tell me to use re-registration, that's right, the Somplak community",0.2857142857142857,positif
oke mantap,okay great,0.65,positif
mutu layan pertamina pom bagus moga langka bahan bakar pertalite bahan bakar,"Pertamina gas station service quality is good, hopefully Pertalite fuel is scarce",0.7,positif
aplikasi simpel isi minyak non subsidi spbu,simple application to fill non-subsidized gas stations,0.0,netral
daftar isi data tolak sih data beli minyak sulit lh minyak habis nii,table of contents data reject data buy oil is difficult because the oil is running out,-0.5,negatif
sulit rakyat daftar barcode sulit coba fitur daftar mudah verifikasi dar daftar,difficult people register barcode difficult try easy register feature verify from register,-0.18888888888888888,negatif
sulit tolol,hard idiot,-0.5458333333333334,negatif
bantu bikin barcode bahan bakar minyak pertalite mobil,help make a barcode for car fuel pertalite,0.0,netral
aplikasi bayar klaim poin guna antri cepat lambat tunggu proses bayar update fitur metode bayar gopay ovo klik gagal proses haisss fakta lapang motor beli pertalite pakai aplikasi kaya oknum aplikasi paksa pertamax,application to pay claim points to queue fast slow wait for the payment process update feature payment method gopay ovo click failed process haisss field facts motorbike buy pertalite using application like a criminal application forcing pertamax,-0.25,negatif
aplikasi riset sandi error fitur aplikasi fokus tuju kontrol pengunaan bahan bakar minyak subsidi kalimantan barat kabupaten sekadau pakai barcode pom bensin cepat habis kosong aneh,research application error password feature application focus aim control use of subsidized fuel oil West Kalimantan Sekadau Regency use barcode gas station quickly runs out empty strange,0.061111111111111095,positif
oke,Okay,0.5,positif
rumit sinyal spbu susah,complicated gas station signal is difficult,-0.5,negatif
oke mobil mewah isi pertalite,okay luxury car filled with pertalite,0.45,positif
buka subsidi pakai browser nyatu aplikasi,Open the subsidy using the browser and the application,0.0,netral
gin coba salah sistem mohon coba akun sulit,gin try wrong system please try account difficult,-0.5,negatif
sulit bang,it's difficult bro,-0.5,negatif
coba ratus kali pakai web aplikasi ganggu sistem mypertamina sistem pasar parah parah,try hundreds of times using web application disrupts mypertamina system market system is very serious,-0.43333333333333335,negatif
aplikasi tolol susah,stupid app hard,-0.5458333333333333,negatif
bagus,Good,0.7,positif
daftar gagal data roda ubah roda tolak verifikasi data,list failed data wheel change wheel reject data verification,-0.5,negatif
update nama ubah dana data input hilang history beli bahan bakar minyak hilang parah data kendara hilang input malas ahh,"update name, change funds, input data lost, fuel purchase history lost, driving data lost, lazy input, ahh",-0.25,negatif
batu rumah kode qr,qr code house stone,0.0,netral
aplikasi ngawur koneksi gopay,gopay connection application is wrong,-0.5,negatif
centang tombol paham tuju baca,check the understand button to read,0.0,netral
wow,wow,0.1,positif
terima kasih aplikasi mypertamina posisi spbu dekat,Thank you mypertamina application for the location of the nearest gas station,0.0,netral
unggah foto ktp kali gagal bikin aplikasi mudah rakyat sulit gilir unggah cek data roda bagong negara,upload photo of ID card failed to make application easy for people difficult to upload check data wheel bagong country,-0.18888888888888888,negatif
good,good,0.7,positif
buruk,bad,-0.6999999999999998,negatif
aplikasi daerah guna spbu layan bayar aplikasi,regional application for gas stations to pay for the application,0.0,netral
bagus mudah praktis sambung bayar dompet elektronik,good easy practical connect pay e-wallet,0.5666666666666667,positif
operasi mudah,easy operation,0.43333333333333335,positif
barcode update pakai,barcode update use,0.0,netral
daftar pertalite kasih solat mobil ss mitsubishi kacau,list of pertalite love prayer ss mitsubishi car messed up,0.5,positif
sulit,difficult,-0.5,negatif
kondousip,conducive,0.0,netral
error,error,0.0,netral
mantap,Excellent,1.0,positif
pakai barcode blokir terang kendara kategori terima bahan bakar minyak subsidi tolong admin baik layan bikin susah,"use a barcode to block bright vehicles in the category of receiving subsidized fuel oil, please admin, good service makes it difficult",0.3,positif
good,good,0.7,positif
susah isi menu utama,hard to fill main menu,-0.06250000000000001,negatif
voucher,voucher,0.0,netral
aplikasi payah ambil otp error kirim data bikin qr sistem alami salah alas bikin aplikasi sengaja sulit rakyat alas jaring bayar server korupsi wajib,lousy application take otp error send data make qr natural system wrong reason make application deliberately difficult people reason network pay server corruption mandatory,-0.35,negatif
admin kendara habis mutasi daftar barcode solar isi data suruh foto stnk stnk suruh tunggu solusi admin,"admin drives after mutation, registers solar barcode, fills in data, asks for photo of vehicle registration certificate, asks for vehicle registration certificate to wait for admin's solution",0.0,netral
susah daftar tolak data asli,hard to register reject original data,0.04166666666666666,positif
bagus lanjut,good go ahead,0.7,positif
bayar kartu kredit gagal cek muncul langsung halaman utama,credit card payment failed check appears directly on the main page,-0.07777777777777779,negatif
mantap,Excellent,1.0,positif
dllu kecewa pertamina terima saldo linkaja,dllu disappointed pertamina accept linkaja balance,-0.75,negatif
menu barcode,barcode menu,0.0,netral
daftar akun alas nik ktp salah ulang cek salah input,register account base nik ktp wrong recheck wrong input,-0.6,negatif
plus nilai bikin ringkas sulit rumit,plus value makes it simple difficult complicated,-0.3333333333333333,negatif
bantu,help,0.0,netral
aplikasi error kh unggah foto stnk sma foto mobil tulis coba,application error kh upload photo of vehicle registration certificate and car photo write try,0.0,netral
aplikasi sih susah ikut klik centang bolak,"the application is difficult to follow, clicking the check mark back and forth",-0.25,negatif
kasih bintang ramai ramai,love stars crowd crowd,0.5,positif
mantap adil,steady and fair,0.4333333333333333,positif
sedih kemudi beaf isi liter pertamax daerah batim terima,sad steering beaf fill liter pertamax batim area received,-0.5,negatif
simpel bantu,simple help,0.0,netral
mantap percaya,firmly believe,-0.2,negatif
oke,Okay,0.5,positif
mantap,Excellent,1.0,positif
oke,Okay,0.5,positif
daftar salah sistem,system error list,0.0,netral
baik sistem,good system,0.7,positif
spbu,gas station,0.0,netral
mantap,Excellent,1.0,positif
tolong baik layan scan hati hati pakai handphone iqoo kamera lumayan bagus aplikasi pindai qr cepat aplikasi susah bayar pakai mypertamina ribut tugas gara gara aplikasi error,"Please be kind and scan carefully using an iqoo cellphone, the camera is quite good, the qr scanning application is fast, the application is difficult to pay using mypertamina, the assignment is noisy because the application has an error",0.18,positif
gagap teknologi kali coba qr kode bahan bakar minyak gagal tolong bantu terima kasih,technology stutter this time try qr code fuel oil failed please help thank you,-0.5,negatif
mantap,Excellent,1.0,positif
foto stnk unggah handphone komputer foto langsung sulit daftar,STNK photo upload cellphone computer direct photo difficult to register,-0.2,negatif
bagusmudahpraktis,goodeasypractical,0.0,netral
nge leg aplikasi danta sesal pakai aplikasi,nge leg application danta regret using the application,0.0,netral
inovasi tiada henti keren,cool non-stop innovation,0.35,positif
mantap,Excellent,1.0,positif
ganti pin blokir aduh parah,change pin block oh my bad,-0.6999999999999998,negatif
puas,satisfied,0.5,positif
parah lupa print barcode ambil barcode susah mati,"Seriously forgot to print the barcode, taking the barcode is very difficult",-0.4916666666666667,negatif
ubah daftar akun subsidi gagal daftar web halaman muat salah sistem mohon coba capai input data kali kali tolong baik mudah ikut bijak perintah terima kasih,change list of subsidized accounts failed to register web page loading system error please try to achieve input data several times please be good easy to follow wise command thank you,0.26666666666666666,positif
mantap,Excellent,1.0,positif
mantap,Excellent,1.0,positif
bayar error antri ujung ujung beli antri,pay error queue end end buy queue,0.0,netral
maaf kasih lengkap dat menu lurah guntur lurah guntur tolong,"sorry, please give the complete menu data for Guntur village head, Guntur village head, please",-0.2,negatif
mantap,Excellent,1.0,positif
mantap praktis,steady practical,0.16666666666666666,positif
cepat,fast,0.2,positif
sulit foto stnk bpkb ktp ambil galeri foto langsung sulit mudah foto langsung bpkb bank leasing solusi barcode isi bahan bakar minyak spbu tugas bantu apa tolak solusi tolong baik donggg kek ambil foto galeri,difficult to take a photo of STNK BPKB KTP take a photo gallery directly difficult easy take a photo directly BPKB bank leasing solution barcode fill fuel oil gas station task help what reject solution please be good donggg like take a photo gallery,0.046666666666666655,positif
so far so good,so far so good,0.39999999999999997,positif
good,good,0.7,positif
aplikasi buruk sulit putar putar susah bikin akun sulit ambil pin tolong baik,bad app hard to rotate hard to create account hard to get pin please be nice,-0.195,negatif
mantap,Excellent,1.0,positif
mantap,Excellent,1.0,positif
aplikasi layak pakai sistem,system usable application,0.0,netral
good,good,0.7,positif
atur susah barcode kuota nol lapor proses lapor instagram suruh tunggu gila,set barcode quota zero report process report instagram told to wait crazy,-0.6,negatif
sulit konfirmasi unduh kode qr aplikasi buka unduh kode qr aneh salah sandi email sesuai daftar,hard to confirm download qr code application open download qr code strange wrong password email according to list,-0.21041666666666667,negatif
daftar muncul terang sistem sibuk coba admin,list appears bright system busy try admin,0.4,positif
barcode ganti plat nomor tolak sistem foto stnk mobil niru tutorial youtube tolak payah bikin susah masyarakat,barcode change number plate reject car registration photo system copy youtube tutorial reject hard work make it difficult for society,-0.39583333333333337,negatif
kelas bumn besar web daftar kendara aplikasi sok aplikasi hambat kerja,"class of large state-owned companies, vehicle registration website, pretentious application, the application is hampering its work",-0.04285714285714286,negatif
simpel banding bayar pakai uang kontan,simple compare paying with cash,0.0,netral
baik roda wajib barcode,good wheels must barcode,0.7,positif
mantap bantu terima kasih mypertamina promo poin diskon harga voucher,great help thank you mypertamina promo points discount price voucher,0.8,positif
moga manfaat berkah,hopefully it will be beneficial and blessed,0.0,netral
subsidi mobil fortuner isi pertalite,Fortuner car subsidy filled with Pertalite,0.4,positif
aplikasi lot tolong baik,lot application please be good,0.7,positif
salah sistem ulang kali bantu mudah masyarakat sulit masyarakat,wrong system repeat help easy society difficult society,-0.18888888888888888,negatif
buruk pp daftar ambil qr update bagus,bad pp register take qr update good,5.551115123125783e-17,positif
sulit,difficult,-0.5,negatif
dar saran fitur bayar dana simpel praktis terima kasih,"from the suggestion of simple practical fund payment features, thank you",0.0,netral
gagal barcode,barcode failure,-0.3166666666666667,negatif
kode otp beberapa kasih kasih,otp code some love,0.5,positif
fitur bagus bagus bikin kesal bayar pakai mypertamina spbu error alhasil fungsi tuju install biar bank tarik tunai cashless repot pakai aplikasi tolong kembang baik ganggu orang awam bawa cash,good features good annoying paying using mypertamina gas station error result in function go install so bank cash withdrawal cashless is a hassle using application please develop good annoying lay people bring cash,0.09999999999999995,positif
oke,Okay,0.5,positif
oke mantap,okay great,0.65,positif
mantap,Excellent,1.0,positif
sulit login,hard to login,-0.2916666666666667,negatif
